EnglishName,ScientificName,RegionalRedlist,GlobalRedlist,AdjustedRegionalRedlist,SoIBPriority,LTC,CAT,CriteriaA_Category,CriteriaB_Category,CriteriaC_Category,CriteriaD_Category,CriteriaA_String,CriteriaB_String,CriteriaC_String,CriteriaD_String,GlobalCriteriaString,Decline3GEN_A,Decline3GEN,Decline3GEN_A_Mean,Decline3GENMean,Decline3GEN_A_Lci,Decline3GENLci,Decline3GEN_A_Method,Years3GEN,Decline1GEN,Years1GEN,Decline2GEN,Years2GEN,Decline3GEN_C,Decline3GEN_C1_Method,Decline3GEN_ContinuingDeclineMethod,GenerationLength,ActualDeclinePercentage,YearsActualDecline,ContinuingDecline,ActualDeclinePercentage_C1,YearsActualDecline_C1,BiogPop1Percent,CMS,CITES,Schedule,Endemic,EOO,MaxEOO,DeclineEOO,EOOYearBandChange,MinAOO,MaxAOO,MinLocations,Locations,MaxLocations,Subspecies,TotalLikelyPop,TotalMaxPop,GlobalPopulation,GlobalEOO,GlobalAOO,GlobalRangePercent,GlobalPopulationTrend,MigratoryStatusIndia,GlobalRedlistURL
Malayan Night Heron,Gorsachius melanolophus,Near Threatened,Least Concern,To be done,NA,NA,NA,NA,NT,NA,NA,NA,B2b(i),NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,5.34,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"3,192,072",,-15.6%,2007-2019 to 2020-2025,419,"(Max 384,469)",NA,NA,NA,2,,,Unknown,"10,400,000",,6%,Unknown,Summer Migrant & Localized Winter Migrant,https://www.iucnredlist.org/species/22697242/154679619
Pacific Reef-Egret,Egretta sacra,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,5.42,NA,,Unknown,NA,,"10,000",NA,NA,Schedule-II,No,"111,615",,NA,NA,"1,466","(Max 4,728)",NA,NA,NA,1,,,Unknown,"88,800,000",,< 1%,Stable,Resident,https://www.iucnredlist.org/species/22696980/131759460
Little Egret,Egretta garzetta,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.86,"-0.44% (0.54, -1.42) pa, ","10y, 2015-2025",Uncertain,NA,,"1,400",NA,NA,Schedule-II,No,"7,006,781",,NA,NA,,,NA,NA,NA,1,,,"430,000-2,100,000","151,000,000",,8%,Stable,Resident,https://www.iucnredlist.org/species/62774969/154819214
Western Reef-Egret,Egretta gularis,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.78,NA,,Yes,NA,,250,NA,NA,Schedule-II,No,"3,833,141",,NA,NA,,,NA,NA,NA,1,,,"36,000-92,700","52,900,000",,5%,Stable,Resident & Local Migrant,https://www.iucnredlist.org/species/22729692/153869809
Little Heron,Butorides atricapilla,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.35,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"6,270,940",,NA,NA,,,NA,NA,NA,2,,,"173,000-1,500,000","287,000,000",,5%,Stable,Resident & Summer Migrant,https://www.iucnredlist.org/species/22728182/163804848
Indian Pond-Heron,Ardeola grayii,Least Concern,Least Concern,To be done,Low,Stable,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.99,"-0.55% (0.15, -1.26) pa, ","10y, 2015-2025",Uncertain,NA,,"10,000",NA,NA,Schedule-II,No,"7,162,088",,NA,NA,,,NA,NA,NA,1,,,"66,700-667,000","10,900,000",,71%,Unknown,Resident,https://www.iucnredlist.org/species/22697128/265000155
Chinese Pond-Heron,Ardeola bacchus,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.87,NA,,Unknown,NA,,,NA,NA,Schedule-II,No,"714,584",,NA,NA,445,"(Max 63,070)",NA,NA,NA,1,,,"16,700-667,000","9,030,000",,1%,Stable,Resident & Summer Migrant,https://www.iucnredlist.org/species/22697133/264998112
Eastern Cattle-Egret,Ardea coromanda,Least Concern,Not recognized,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,,Unknown,NA,,"20,000",NA,NA,Schedule-II,No,"7,127,283",,NA,NA,,,NA,NA,NA,1,,,"2,600,000-12,600,000","394,000,000",,5%,Stable,Resident,https://www.iucnredlist.org/species/22697109/280979746
Great Egret,Ardea alba,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,5.84,"-0.5% (0.57, -1.57) pa, ","10y, 2015-2025",Uncertain,NA,,"1,000",NA,NA,Schedule-II,No,"6,956,120",,NA,NA,,,NA,NA,NA,2,,,"1,100,000-1,600,000","366,000,000",,4%,Stable,Resident,https://www.iucnredlist.org/species/22697043/280949218
Intermediate Egret,Ardea intermedia,Least Concern,Least Concern,To be done,Moderate,Trend Inconclusive,Decline,NA,NA,NA,NA,A4b,NA,NA,NA,NA,19,19,27,27,35,35,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,5.35,"-1.95% (-1.28, -2.62) pa, ","10y, 2015-2025",Yes,NA,,"1,000",NA,NA,Schedule-II,No,"6,903,395",,NA,NA,,,NA,NA,NA,1,,,Unknown,"30,300,000",,29%,Decreasing,Resident,https://www.iucnredlist.org/species/22727668/181757896
Grey Heron,Ardea cinerea,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,8.31,"-0.93% (0.02, -1.88) pa, ","10y, 2015-2025",Uncertain,NA,,"1,000",NA,NA,Schedule-II,No,"7,130,731",,NA,NA,,,NA,NA,NA,1,,,"492,000-700,000,583,000","5,700,000",,5%,Decreasing,Resident,https://www.iucnredlist.org/species/22696993/166317370
Purple Heron,Ardea purpurea,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,6.11,"-0.53% (0.51, -1.56) pa, ","10y, 2015-2025",Uncertain,NA,,250,NA,NA,Schedule-II,No,"6,885,706",,NA,NA,,,NA,NA,NA,1,,,"57,700-97,300,73,500","2,470,000",,7%,Increasing,Resident,https://www.iucnredlist.org/species/22697031/166318222
White-bellied Heron,Ardea insignis,Critically Endangered,Critically Endangered,To be done,High,Insufficient Data,Insufficient Data,VU,NA,CR,CR,A2acd+ A4acd,NA,C2a(i)+C2a(ii),D,C2a(i),50,50,49,49,49,49,Inferred,21,24,7,42,14,55,Estimated,Estimated,7.02,"-50% (-50 , -50)","18y, 2007-2025",Unknown,50%,"18y, 2007-2025",5,NA,NA,Schedule-I,No,"36,932",,NA,NA,107,"(Max 9,504)",NA,NA,NA,1,4,(3-5),50-249,"165,000",,60%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/22697021/134201407
Great White Pelican,Pelecanus onocrotalus,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,14.6,NA,,Yes,NA,,210,Appendix I,NA,Schedule-II,No,"1,291,861",,NA,NA,,,NA,NA,NA,1,,,"18,700-40,700,27,400","169,000",,5%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22697590/166324144
Spot-billed Pelican,Pelecanus philippensis,Least Concern,Near Threatened,To be done,Moderate,Stable,Rapid Decline,NA,NA,NA,NA,NA,NA,NA,NA,A2cd; C1,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.16,"-9% (-7.03, -10.98) pa, ","10y, 2015-2025",Yes,NA,,100,NA,NA,Schedule-II,No,"1,771,178",,NA,NA,,,NA,NA,NA,1,,,"8,700-12,000","8,850,000",,49%,Decreasing,Resident,https://www.iucnredlist.org/species/22697604/117970266
Dalmatian Pelican,Pelecanus crispus,Least Concern,Near Threatened,To be done,Moderate,Insufficient Data,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,10.36,NA,,Yes,NA,,,Appendix I,Appendix I,Schedule-II,No,"453,648",,NA,NA,,,NA,NA,NA,1,,,"7,500-9,400,8,300","213,000",,7%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22697599/166324702
Osprey,Pandion haliaetus,Least Concern,Least Concern,To be done,High,Decline,Decline,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.78,"-3.66% (-2.67, -4.66) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"5,998,583",,NA,NA,,,NA,NA,NA,1,,,"198-252, 198-232","2,368,965",,3%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22694938/210525184
Black-winged Kite,Elanus caeruleus,Near Threatened,Least Concern,To be done,Moderate,Rapid Decline,Decline,NT,NA,NA,NA,A4b,NA,NA,NA,NA,29,29,37,37,45,45,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4.79,"-3.28% (-2.37, -4.18) pa, ","10y, 2015-2025",Yes,NA,,,NA,Appendix II,Schedule-II,No,"4,908,035",,NA,NA,,,NA,NA,NA,1,,,"4,750-8,000","5,859,926",,11%,Increasing,Resident,https://www.iucnredlist.org/species/22695028/210511024
Bearded Vulture,Gypaetus barbatus,Least Concern,Near Threatened,To be done,Moderate,Rapid Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,A2acde; D,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,20.12,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"729,452",,NA,NA,,,NA,NA,NA,1,,,"180-249, 189-236","3,358,791",,3%,Unknown,Resident & Altitudinal Migrant,https://www.iucnredlist.org/species/22695174/210519978
Egyptian Vulture,Neophron percnopterus,Least Concern,Endangered,To be done,High,Rapid Decline,Decline,NA,NA,NA,NA,NA,NA,NA,NA,A4bcde,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,16.63,"-1.83% (-1.56, -2.1) pa, ","10y, 2015-2025",Yes,NA,,,Appendix I,Appendix II,Schedule-I,No,"3,041,382",,NA,NA,,,NA,NA,NA,2,,,"2,500-3,750","4,811,813",,9%,Decreasing,Resident & Winter Migrant,https://www.iucnredlist.org/species/22695180/210524057
Jerdon's Baza,Aviceda jerdoni,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,6.58,NA,,Unknown,NA,,,Appendix II,Appendix II,Schedule-I,No,"3,950,104",,NA,NA,"1,852","(Max 456,812)",NA,NA,NA,2,,,"6,700","14,600,000",,11%,Decreasing,Resident,https://www.iucnredlist.org/species/22694956/181759887
Black Baza,Aviceda leuphotes,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,5.24,"0.77% (2.56, -1.03) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,Appendix II,Schedule-I,No,"3,651,849",,NA,NA,"3,079","(Max 429,808)",NA,NA,NA,3,,,"10,000-50,000","6,880,000",,3%,Decreasing,Within-India Migrant,https://www.iucnredlist.org/species/22694964/202412049
Oriental Honey-buzzard,Pernis ptilorhynchus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,8.82,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-II,No,"6,282,289",,NA,NA,,,NA,NA,NA,2,,,"66,666-666,666","22,700,000",,18%,Decreasing,Resident & Winter Migrant,https://www.iucnredlist.org/species/22694995/199637824
Red-headed Vulture,Sarcogyps calvus,Least Concern,Critically Endangered,To be done,Moderate,Rapid Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,A2abce+4abce,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,13.14,NA,,Yes,NA,,,Appendix I,Appendix II,Schedule-I,No,"3,259,501",,NA,NA,,,NA,NA,NA,1,,,"2,500-9,999","5,230,000",,55%,Decreasing,Resident,https://www.iucnredlist.org/species/22695254/205031246
Cinereous Vulture,Aegypius monachus,Least Concern,Near Threatened,To be done,Moderate,Rapid Decline,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,14.89,"0.5% (1.17, -0.18) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix II,Appendix II,Schedule-I,No,"1,713,452",,-46.9%,2004-2017 to 2018-2025,,,NA,NA,NA,1,,,Unknown,"2,017,716",,7%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22695231/210500330
Himalayan Vulture,Gyps himalayensis,Least Concern,Near Threatened,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,A3e,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,14.68,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"4,134,247",,NA,NA,,,NA,NA,NA,1,,,"66,000-334,000","6,220,000",,25%,Decreasing,Resident & Winter Migrant,https://www.iucnredlist.org/species/22695215/204643889
White-rumped Vulture,Gyps bengalensis,Critically Endangered,Critically Endangered,To be done,Moderate,Rapid Decline,Stable,CR,NA,NA,NA,A2ac,NA,NA,NA,A2abce+4abce,99,99,99,99,99,99,Inferred,35,100,12,100,23,100,Estimated,NA,11.62,"0.06% (0.14, -0.02) pa, ","10y, 2015-2025",Uncertain,57%,"20y, 2002-2022",,Appendix I,Appendix II,Schedule-I,No,"4,077,572",,NA,NA,,,NA,NA,NA,1,"3,960","(3,960-3,960)","4,000-6,000","7,370,000",,52%,Decreasing,Resident,https://www.iucnredlist.org/species/22695194/204618615
Indian Vulture,Gyps indicus,Critically Endangered,Critically Endangered,To be done,Moderate,Rapid Decline,Trend Inconclusive,CR,NA,NA,NA,A4ac,NA,NA,NA,A2abce+4abce,100,100,99,99,99,99,Inferred,40,9,13,17,27,24,Estimated,Inferred,13.4,"-93% (-88 , -94)","10y, 1992-2002",Yes,13%,"20y, 2002-2022",,Appendix I,Appendix II,Schedule-I,No,"2,115,492",,NA,NA,,,NA,NA,NA,1,"8,574","(4,950-14,850)","5,000-15,000","2,150,000",,97%,Decreasing,Resident,https://www.iucnredlist.org/species/22729731/204672586
Slender-billed Vulture,Gyps tenuirostris,Critically Endangered,Critically Endangered,To be done,High,Insufficient Data,Insufficient Data,CR,NA,NA,VU,A4ac,NA,NA,D1,A2ace+4ace,100,100,99,99,99,99,Inferred,40,NA,13,NA,27,NA,NA,NA,13.42,"-93% (-88 , -94)","10y, 1992-2002",Unknown,NA,,,Appendix I,Appendix II,Schedule-I,No,"635,679",,NA,NA,572,"(Max 63,853)",NA,NA,NA,1,657,(594-726),730-870,"2,130,000",,21%,Decreasing,Resident,https://www.iucnredlist.org/species/22729460/204781113
Griffon Vulture,Gyps fulvus,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,14.02,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"2,199,673",,NA,NA,,,NA,NA,NA,1,,,Unknown,"5,178,037",,8%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22695219/210520592
Nicobar Serpent-Eagle,Spilornis klossi,Least Concern,Endangered,Least Concern,High,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,D,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,,Unknown,NA,,,NA,Appendix II,Schedule-I,Yes,,,NA,NA,,,NA,NA,NA,1,,,"150-370, 150-180","1,700","1,408",100%,Unknown,Resident,https://www.iucnredlist.org/species/22729465/224811039
Crested Serpent-Eagle,Spilornis cheela,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,8.12,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"6,503,937",,NA,NA,,,NA,NA,NA,4,,,Unknown,"18,000,000",,27%,Decreasing,Resident,https://www.iucnredlist.org/species/22695293/280933280
Andaman Serpent-Eagle,Spilornis elgini,Least Concern,Vulnerable,Least Concern,High,Insufficient Data,Decline,NA,NA,NA,NA,NA,NA,NA,NA,C2a(i),NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.17,"-5.55% (-3.1, -7.99) pa, ","10y, 2015-2025",Yes,NA,,,NA,Appendix II,Schedule-I,Yes,"13,478","(Max 20,236)",NA,NA,802,"(Max 3,282)",NA,NA,NA,1,,,"1,000-4,000","20,000",,100%,Decreasing,Resident,https://www.iucnredlist.org/species/22695323/177646176
Short-toed Snake-Eagle,Circaetus gallicus,Least Concern,Least Concern,To be done,Moderate,Rapid Decline,Decline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,11.72,"-3.11% (-2.48, -3.74) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"4,390,450",,NA,NA,,,NA,NA,NA,1,,,Unknown,"6,482,716",,11%,Unknown,Resident,https://www.iucnredlist.org/species/22734216/210508101
Legge's Hawk-Eagle,Nisaetus kelaarti,Least Concern,Not recognized,To be done,Moderate,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,A3cd+4cd,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,11.23,NA,,Unknown,NA,,,NA,Appendix II,Schedule-II,No,"107,180",,NA,NA,"1,143","(Max 34,709)",NA,NA,NA,1,,,"1,200-6,700","19,000,000",,NA,Decreasing,Resident,https://www.iucnredlist.org/species/22696153/200288705
Mountain Hawk-Eagle,Nisaetus nipalensis,Least Concern,Near Threatened,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,A3cd+4cd,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,11.23,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"1,332,217",,NA,NA,,,NA,NA,NA,1,,,"1,200-6,700","19,000,000",,13%,Decreasing,Resident,https://www.iucnredlist.org/species/22696153/200288705
Changeable Hawk-Eagle,Nisaetus cirrhatus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,10.28,"-0.14% (0.87, -1.16) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,Appendix II,Schedule-I,No,"5,221,499",,NA,NA,,,NA,NA,NA,3,,,Unknown,"15,400,000",,41%,Decreasing,Resident,https://www.iucnredlist.org/species/22732090/181767197
Rufous-bellied Eagle,Lophotriorchis kienerii,Least Concern,Near Threatened,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,A4c,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.02,"-0.92% (0.44, -2.28) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,Appendix II,Schedule-I,No,"3,365,807",,NA,NA,,,NA,NA,NA,1,,,Unknown,"16,800,000",,7%,Decreasing,Resident,https://www.iucnredlist.org/species/22696111/176625288
Black Eagle,Ictinaetus malaiensis,Least Concern,Least Concern,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.51,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"4,263,073",,NA,NA,,,NA,NA,NA,1,,,Unknown,"19,900,000",,22%,Decreasing,Resident,https://www.iucnredlist.org/species/22696019/264016068
Indian Spotted Eagle,Clanga hastata,Least Concern,Near Threatened,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,A2cd+3cd+4cd,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,9.62,"-2.04% (0.48, -4.57) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,Appendix II,Schedule-I,No,"3,826,109",,NA,NA,,,NA,NA,NA,1,,,Unknown,"6,900,000",,89%,Decreasing,Resident & Within-India Migrant,https://www.iucnredlist.org/species/22729779/271159296
Greater Spotted Eagle,Clanga clanga,Least Concern,Vulnerable,To be done,Low,Increase,Stable,NA,NA,NA,NA,NA,NA,NA,NA,A2cde,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,10.07,"1.22% (3.71, -1.28) pa, ","10y, 2015-2025",Uncertain,NA,,,Appendix I,Appendix II,Schedule-I,No,"3,944,276",,NA,NA,,,NA,NA,NA,1,,,"3,900-10,000","15,300,000",,8%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22696027/203868747
Booted Eagle,Hieraaetus pennatus,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,6.53,NA,,Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"4,868,203",,NA,NA,,,NA,NA,NA,1,,,Unknown,"5,204,229",,8%,Increasing,Winter Migrant,https://www.iucnredlist.org/species/22696092/210521869
Steppe Eagle,Aquila nipalensis,Least Concern,Endangered,To be done,Moderate,Decline,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,A2abcd+3bcd+4abcd,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,13.27,NA,,Yes,NA,,,Appendix I,Appendix II,Schedule-I,No,"4,585,666",,NA,NA,,,NA,NA,NA,2,,,"50,000-75,000","12,600,000",,10%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22696038/205452572
Imperial Eagle,Aquila heliaca,Least Concern,Vulnerable,To be done,Moderate,Trend Inconclusive,Trend Inconclusive,NA,NA,NA,NA,NA,NA,NA,NA,A2cd+4cd,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,16.53,NA,,Uncertain,NA,,,Appendix I,Appendix I,Schedule-I,No,"3,447,032",,NA,NA,,,NA,NA,NA,1,,,"16,000-20,000","12,700,000",,4%,Decreasing,Winter Migrant,https://www.iucnredlist.org/species/22696048/203686356
Tawny Eagle,Aquila rapax,Least Concern,Vulnerable,To be done,High,Rapid Decline,Decline,NA,NA,NA,NA,NA,NA,NA,NA,"C2a(i,ii); D",NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,14.25,"-2.92% (-2.11, -3.73) pa, ","10y, 2015-2025",Yes,NA,,,Appendix II,Appendix II,Schedule-I,No,"1,871,714",,NA,NA,,,NA,NA,NA,1,,,1-40,"187,398",,12%,Decreasing,Resident & Winter Migrant,https://www.iucnredlist.org/species/22696033/208745904
Golden Eagle,Aquila chrysaetos,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,18.86,NA,,Unknown,NA,,,Appendix II,Appendix II,Schedule-I,No,"584,638",,NA,NA,,,NA,NA,NA,1,,,Unknown,"6,590,002",,< 1%,Unknown,Local Migrant & Winter Migrant,https://www.iucnredlist.org/species/22696060/210501592
Bonelli's Eagle,Aquila fasciata,Least Concern,Least Concern,To be done,Moderate,Trend Inconclusive,Decline,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,11.46,"-3.46% (-2.73, -4.18) pa, ","10y, 2015-2025",Yes,NA,,,NA,Appendix II,Schedule-I,No,"3,868,405",,NA,NA,,,NA,NA,NA,1,,,"20,000-50,000","38,400,000",,37%,Stable,Resident,https://www.iucnredlist.org/species/22696076/280981467
Crested Goshawk,Lophospiza trivirgata,Least Concern,Least Concern,To be done,Low,Trend Inconclusive,Stable,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,6.07,"-0.4% (0.6, -1.39) pa, ","10y, 2015-2025",Uncertain,NA,,,NA,Appendix II,Schedule-I,No,"3,011,355",,NA,NA,,,NA,NA,NA,2,,,Unknown,"17,200,000",,14%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/22695462/280947562
Besra,Tachyspiza virgata,Least Concern,Least Concern,To be done,Low,Insufficient Data,Insufficient Data,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,,Unknown,NA,,,Appendix II,Appendix II,Schedule-I,No,"6,454,992",,NA,NA,,,NA,NA,NA,3,,,"40,000-400,000","21,200,000",,16%,Decreasing,Resident & Local Migrant,https://www.iucnredlist.org/species/22695588/154677901
Japanese Sparrowhawk,Tachyspiza gularis,Least Concern,Least Concern,To be done,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Inferred,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,,Unknown,NA,,,Appendix II,Appendix II,Schedule-I,No,"39,522",,NA,NA,91,"(Max 1,624)",NA,NA,NA,1,,,"13,400-67,000","11,000,000",,NA,Stable,Winter Migrant,https://www.iucnredlist.org/species/22695585/198774300
