"eBird.English.Name.2025","eBird.Scientific.Name.2025","eBird.Code","Order","Family","SoIB.Past.Priority.Status","SoIB.Past.Long.Term.Status","SoIB.Past.Current.Status","SoIB.Past.Range.Status","Breeding.Activity.Period","Non.Breeding.Activity.Period","Diet.Guild","India.Endemic","Subcontinent.Endemic","Himalayas.Endemic","Endemic.Region","Habitat.Specialization","Migratory.Status.Within.India","Essential","Discard","Restricted.Islands","India.Checklist.Common.Name","India.Checklist.Scientific.Name","BLI.Common.Name","BLI.Scientific.Name","IUCN.Category","WPA.Schedule","CITES.Appendix","CMS.Appendix","Onepercent.Estimates","Avilist.English.Name","Avilist.Scientific.Name","Avibase.ID","Selected.NRL","Generation.Length","No.of.Subspecies","Percent.of.Global.Range","India.Checklist.Sortorder","Long.Term.Analysis","Current.Analysis","Selected.SoIB","totalrange25km","proprange25km2000","proprange25km.current","proprange25km.latestyear","mean5km","ci5km","longtermlci","longtermmean","longtermrci","currentslopelci","currentslopemean","currentsloperci","proj2026.lci","proj2026.mean","proj2026.rci","proj2027.lci","proj2027.mean","proj2027.rci","proj2028.lci","proj2028.mean","proj2028.rci","proj2029.lci","proj2029.mean","proj2029.rci","proj2030.lci","proj2030.mean","proj2030.rci","proj2031.lci","proj2031.mean","proj2031.rci","proj2032.lci","proj2032.mean","proj2032.rci","proj2033.lci","proj2033.mean","proj2033.rci","proj2034.lci","proj2034.mean","proj2034.rci","rangemean","rangelci","rangerci"
"Large Woodshrike","Tephrodornis virgatus","larwoo1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Large Woodshrike","Tephrodornis virgatus","Large Woodshrike","Tephrodornis virgatus","Least Concern","Schedule-II","","",NA,"Large Woodshrike","Tephrodornis virgatus","avibase-DA88E410",1,3.48,1,0.094365501,662,"X","X","X",151,0.158940397350993,0.31705298013245,0.496688741721854,11.2185430463576,0.975601814291181,55.5184137797671,71.0846716658182,93.7149025171457,-4.00626712161218,-1.86873686010697,0.268793401398252,63.0541479091683,74.4843130247978,87.9616340644915,60.2541980866079,72.8057054877184,87.9740866735285,57.5804501181932,71.2323846756564,88.1382549575676,55.0023223050127,69.5985966927866,88.2264359041204,52.5306961484578,68.0234514760733,88.3681667834404,50.0853777202381,66.5603124381759,88.4444072327374,47.7877585526129,65.0629387538265,88.6649545182166,45.6446106591129,63.5987907921471,88.8332484642057,NA,NA,NA,170858,170258,171458
"Common Woodshrike","Tephrodornis pondicerianus","comwoo1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","High","Strong Decline","Strong Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",1,NA,NA,"Common Woodshrike","Tephrodornis pondicerianus","Common Woodshrike","Tephrodornis pondicerianus","Least Concern","Schedule-II","","",NA,"Common Woodshrike","Tephrodornis pondicerianus","avibase-E410E9A6",1,3.11,2,0.600050035,663,"X","X","X",1831,0.0873839432004369,0.352129983615511,0.516111414527581,11.5275805570726,0.305671855071857,40.1725166070409,42.4880383427343,44.9565130180551,-0.211106384742865,0.143279257762089,0.497664900267043,98.8191004250762,104.616687114218,110.848542882701,98.3711541868271,104.983662854095,112.056464411136,97.9376635982856,105.322884890704,113.282291802704,97.5043325845944,105.687137728744,114.562606938081,97.0469836756698,106.061914568743,115.872696222263,96.5898765827547,106.422483024642,117.220140353105,96.1246536697257,106.796681537921,118.562924278831,95.6784628601534,107.153749172577,119.933975957877,NA,NA,NA,1687597,1687053,1688141
"Bar-winged Flycatcher-shrike","Hemipus picatus","bwfshr1","Passeriformes","Vangidae (Vangas, Helmetshrikes, and Allies)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Bar-winged Flycatcher-shrike","Hemipus picatus","Bar-winged Flycatcher-shrike","Hemipus picatus","Least Concern","Schedule-II","","",NA,"Bar-winged Flycatcher-shrike","Hemipus picatus","avibase-B0066A99",1,2.68,2,0.223102554,664,"X","X","X",453,0.145695364238411,0.394039735099338,0.538631346578366,15.1258278145695,0.634646376212089,44.1928222057172,49.8069563049792,56.5590125566401,-0.2272959928426,0.557157695879034,1.34161138460067,97.6732177540092,107.844754042503,119.35014168007,97.4432605265681,109.075087394139,122.241026382548,97.1814968194726,110.266057283016,125.303895884878,96.8799051609543,111.492089258375,128.431166875014,96.6039375837336,112.715475270071,131.651271325696,96.2616695047621,113.958779584866,135.022475158341,95.8888759002353,115.215642700702,138.405934077477,95.5419732352798,116.465153294396,141.928813753566,NA,NA,NA,366066,365663,366469
"Common Iora","Aegithina tiphia","comior1","Passeriformes","Aegithinidae (Ioras)","Moderate","Moderate Decline","Moderate Decline","Very Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident",NA,NA,NA,"Common Iora","Aegithina tiphia","Common Iora","Aegithina tiphia","Least Concern","Schedule-II","","",NA,"Common Iora","Aegithina tiphia","avibase-EEC311EA",1,2.6,5,0.409017929,665,"X","X","X",2355,0.101061571125265,0.433864118895966,0.606369426751592,10.4564755838641,0.262592701276412,68.6642199656391,72.3027712523517,76.7312651088322,-0.497435590083338,0.615448323027763,1.72833223613886,102.87213496345,113.074291630961,124.304059716935,102.370294666023,113.96675098207,126.838048031699,101.844099104062,114.847170330784,129.506962934308,101.311365157962,115.736265582119,132.235987520144,100.73746377996,116.642450524887,135.055550684676,100.173050340077,117.547330124252,137.962028337643,99.5947608544324,118.489087328969,140.912784837877,99.0222090572714,119.428856244103,143.963636286689,NA,NA,NA,1844383,1843999,1844767
"White-tailed Iora","Aegithina nigrolutea","whtior1","Passeriformes","Aegithinidae (Ioras)","Low","Data Deficient","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest","Resident",NA,NA,NA,"White-tailed Iora","Aegithina nigrolutea","Marshall's Iora","Aegithina nigrolutea","Least Concern","Schedule-II","","",NA,"Marshall's Iora","Aegithina nigrolutea","avibase-C3E4EF0E",1,2.78,1,0.993635351,666,"","","X",173,0.0578034682080925,0.291184971098266,0.508670520231214,14.3526011560694,0.941603049221405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184836,184414,185258
"White-throated Fantail","Rhipidura albicollis","whtfan1","Passeriformes","Rhipiduridae (Fantails)","Low","Uncertain","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"White-throated Fantail","Rhipidura albicollis","White-throated Fantail","Rhipidura albicollis","Least Concern","Schedule-II","","Appendix II",NA,"White-throated Fantail","Rhipidura albicollis","avibase-F2074D00",1,2.39,4,0.17181808,667,"X","X","X",557,0.0933572710951526,0.389811490125673,0.628366247755835,9.95870736086176,0.478631857852083,107.241259027182,123.394577403425,144.163058186306,0.678254803194473,2.08827139549879,3.4982879878031,113.682711216276,124.481902002744,136.183625164732,114.511566591214,126.950661973967,140.49562166042,115.289541497005,129.448079845526,145.006997261841,116.089706857305,132.001378591741,149.800506288064,116.942681390452,134.595703387076,154.736777132193,117.740236631685,137.218681657183,159.73054627908,118.593581750915,139.906559426728,164.910250434036,119.352084945984,142.678219670478,170.312011065321,NA,NA,NA,466697,466331,467063
"Spot-breasted Fantail","Rhipidura albogularis","spbfan1","Passeriformes","Rhipiduridae (Fantails)","Low","Uncertain","Strong Increase","Large","Diurnal","Diurnal","Invertebrate","Yes","Yes","No","Mainland India","Forest & Plantation","Resident",NA,NA,NA,"Spot-breasted Fantail","Rhipidura albogularis","White-spotted Fantail","Rhipidura albogularis","Least Concern","Schedule-II","","",NA,"White-spotted Fantail","Rhipidura albogularis","avibase-E12FE273",1,2.3,2,1,668,"X","X","X",760,0.0526315789473684,0.379111842105263,0.615789473684211,12.2118421052632,0.453172656082252,232.834771462578,279.212055087524,336.332910739849,13.7694628354462,15.3269074919318,16.8843521484173,228.954376050901,239.423049976419,250.531801237341,246.887332616683,259.733866105066,273.381845265255,266.17206073098,281.735565476406,298.368330906779,287.021877432576,305.543782200852,325.576972534963,309.444198301944,331.340268481273,355.423872408571,333.552259147275,359.575955873464,388.064547214049,359.537967050598,390.065444002502,423.79051035173,387.528406548623,423.23930930905,462.672369130634,NA,NA,NA,734600,734161,735039
"White-browed Fantail","Rhipidura aureola","whbfan2","Passeriformes","Rhipiduridae (Fantails)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Altitudinal Migrant",NA,NA,NA,"White-browed Fantail","Rhipidura aureola","White-browed Fantail","Rhipidura aureola","Least Concern","Schedule-II","","",NA,"White-browed Fantail","Rhipidura aureola","avibase-DB7261E9",1,2.23,3,0.604628975,669,"X","X","X",1011,0.0553907022749753,0.311572700296736,0.477744807121662,10.6864490603363,0.415659575759628,39.8282410546398,43.2154688873273,46.813416542944,-2.58424080488042,-2.05471344088326,-1.52518607688609,65.2895808285142,69.6773776117003,74.3605698404463,62.3141700726735,67.0864571484758,72.2217364868446,59.4557474244912,64.6042036793776,70.1470386399213,56.7359818047899,62.2159635101718,68.1588065478814,54.1251524509034,59.9137052285593,66.2192924951737,51.6200088679015,57.6894095381898,64.3376671052586,49.2306850534665,55.5419664437434,62.532639183938,46.9458502367998,53.479314849544,60.7514725821691,NA,NA,NA,907288,906779,907797
"Black Drongo","Dicrurus macrocercus","bladro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Moderate Decline","Very Large","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Open Habitat","Resident & Local Migrant",NA,NA,NA,"Black Drongo","Dicrurus macrocercus","Black Drongo","Dicrurus macrocercus","Least Concern","Schedule-II","","",NA,"Black Drongo","Dicrurus macrocercus","avibase-D90F9B0B",1,3.2,2,0.303506229,670,"X","X","X",3946,0.0970603142422707,0.491447034972124,0.665484034465281,8.34845413076533,0.195843922947761,115.256635420945,118.843511463662,122.589209416623,-1.89732182969778,-1.08548247642619,-0.273643123154593,83.082487239771,86.8005946836227,90.686676520392,81.8807557017171,86.0496016981722,90.4286850808952,80.6899544233954,85.2978516325318,90.1850883522141,79.5096041193727,84.5507795243497,89.9346001823043,78.3367106812848,83.8164881968103,89.7005563774614,77.1819370957422,83.092330072146,89.470902108635,76.0380259071385,82.3634945076783,89.2416913017119,74.9047102901484,81.6510905100407,89.0245767381326,NA,NA,NA,2270816,2270816,2270816
"Ashy Drongo","Dicrurus leucophaeus","ashdro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Within-India Migrant",NA,NA,NA,"Ashy Drongo","Dicrurus leucophaeus","Ashy Drongo","Dicrurus leucophaeus","Least Concern","Schedule-II","","",NA,"Ashy Drongo","Dicrurus leucophaeus","avibase-5FD53BB1",1,3.05,4,0.266701703,671,"X","X","X",1806,0.109080841638981,0.410921926910299,0.571982281284607,12.0614617940199,0.302296551446774,73.7230283559306,79.1418272090442,85.0574034537301,-2.73226356169089,-1.5919209544106,-0.451578347130304,79.3086328267218,86.354728771009,94.0145577928971,77.0001242920453,84.8045209829482,93.369166999698,74.7364973365327,83.2694227556395,92.7360765749807,72.546890498633,81.7813473870677,92.1329888218163,70.4125310667875,80.3111088228868,91.5495697093216,68.3417651816777,78.8658235506939,90.9851840673521,66.2955298934487,77.4667366229239,90.4223212685362,64.3111979893042,76.0804160755034,89.8819734860372,NA,NA,NA,1286054,1285598,1286510
"White-bellied Drongo","Dicrurus caerulescens","whbdro1","Passeriformes","Dicruridae (Drongos)","Moderate","Stable","Strong Decline","Large","Diurnal","Diurnal","Invertebrate","No","Yes","No","Indian Subcontinent","Forest & Plantation","Resident",NA,NA,NA,"White-bellied Drongo","Dicrurus caerulescens","White-bellied Drongo","Dicrurus caerulescens","Least Concern","Schedule-II","","",NA,"White-bellied Drongo","Dicrurus caerulescens","avibase-994E98B3",1,3.55,1,0.962150185,672,"X","X","X",1151,0.0799304952215465,0.338835794960904,0.491746307558645,11.2736750651607,0.400528154233457,51.0720081408108,55.0595090483902,59.5864957772599,-2.66138929296044,-1.59378512443392,-0.526180955907406,67.7571833712223,75.5017650387523,84.1554051924143,65.1681913695591,73.6515352154073,83.2766551710788,62.6509859679745,71.8608723499732,82.4198098814165,60.2202800050512,70.1187657603928,81.6004283042938,57.8744122682944,68.4233458803148,80.8430773235261,55.6047162197503,66.7540343369877,80.0914690501353,53.4184782664681,65.1173020023377,79.3483842472948,51.3163502296767,63.5243363143651,78.6045907068628,NA,NA,NA,1016828,1016367,1017289
"Crow-billed Drongo","Dicrurus annectens","crbdro1","Passeriformes","Dicruridae (Drongos)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Summer Migrant",NA,NA,NA,"Crow-billed Drongo","Dicrurus annectens","Crow-billed Drongo","Dicrurus annectens","Least Concern","Schedule-II","","",NA,"Crow-billed Drongo","Dicrurus annectens","avibase-DC9537C7",1,3.15,1,0.079039979,673,"","","",21,0.0476190476190476,0.113095238095238,0.238095238095238,16.4761904761905,3.04730117389871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bronzed Drongo","Dicrurus aeneus","brodro1","Passeriformes","Dicruridae (Drongos)","Low","Stable","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Bronzed Drongo","Dicrurus aeneus","Bronzed Drongo","Dicrurus aeneus","Least Concern","Schedule-II","","",NA,"Bronzed Drongo","Dicrurus aeneus","avibase-DD177B0B",1,3.05,1,0.258346498,674,"X","X","X",732,0.16120218579235,0.45952868852459,0.616120218579235,12.6939890710383,0.537032557533004,75.9396854142665,83.6942317179096,92.8445457757299,0.28265651838747,0.920163702863172,1.55767088733888,112.41348649873,118.975881756854,125.933867885421,112.933563705778,120.461350276539,128.458536598305,113.45643712805,121.924476426757,131.039620466171,113.971024730025,123.424648884548,133.717094823519,114.442464815008,124.967000318328,136.413770655708,114.931883817272,126.467643952581,139.191306978012,115.417576768534,128.017434099239,142.049497001474,115.893905096784,129.583958318088,144.98506391322,NA,NA,NA,548413,548073,548753
"Lesser Racket-tailed Drongo","Dicrurus remifer","lrtdro1","Passeriformes","Dicruridae (Drongos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Local Migrant",NA,NA,NA,"Lesser Racket-tailed Drongo","Dicrurus remifer","Lesser Racquet-tailed Drongo","Dicrurus remifer","Least Concern","Schedule-II","","",NA,"Lesser Racket-tailed Drongo","Dicrurus remifer","avibase-B5EE2DEF",1,3.46,1,0.096065709,675,"X","X","X",219,0.105022831050228,0.32648401826484,0.474885844748858,11.351598173516,0.844156132202051,52.1144331939032,64.9333280039609,81.779168253248,-7.19126365619607,-5.26841072894625,-3.34555780169643,42.1236468408882,47.8139119709269,54.2718264924149,39.1101610053286,45.1518959934917,52.1388783245109,36.3516312465901,42.6603114039864,50.1354265857306,33.7682258752687,40.312816952198,48.1587245631363,31.3537443604775,38.0707010422752,46.2700322253293,29.108110332082,35.9410035180363,44.4694212296266,26.9943789621213,33.9250155903417,42.7609122015798,25.0625208564979,32.0508356560353,41.1207287077933,NA,NA,NA,151750,151314,152186
"Hair-crested Drongo","Dicrurus hottentottus","hacdro1","Passeriformes","Dicruridae (Drongos)","Low","Uncertain","Uncertain","Moderate","Diurnal","Diurnal","Omnivore","No","No","No","Non-endemic","Forest & Plantation","Resident & Winter Migrant",NA,NA,NA,"Hair-crested Drongo","Dicrurus hottentottus","Hair-crested Drongo","Dicrurus hottentottus","Least Concern","Schedule-II","","",NA,"Hair-crested Drongo","Dicrurus hottentottus","avibase-00E2192F",1,3.71,1,0.176499456,676,"X","X","X",583,0.135506003430532,0.365780445969125,0.504288164665523,13.2692967409949,0.57344781432423,53.0778593602759,58.9476714473293,66.1125336153389,-4.70099387809672,-3.631291813478,-2.56158974885927,58.0951347574695,63.4679709058697,69.3213165986307,54.7182927283528,60.4477056748126,66.7889294320676,51.4914562515034,57.5621913410358,64.3634508710608,48.3969004048984,54.8245206812853,62.0437117556842,45.5206503744822,52.1909895321389,59.820561759662,42.8111621411746,49.703503611341,57.6777694870955,40.2520175554426,47.3372859547716,55.6469525460308,37.8505336484586,45.0787546847263,53.662292739318,NA,NA,NA,302156,302156,302156
"Andaman Drongo","Dicrurus andamanensis","anddro1","Passeriformes","Dicruridae (Drongos)","Moderate","Data Deficient","Uncertain","Restricted","Diurnal","Diurnal","Invertebrate","No","No","No","Andaman Islands","Forest","Resident",NA,NA,1,"Andaman Drongo","Dicrurus andamanensis","Andaman Drongo","Dicrurus andamanensis","Least Concern","Schedule-II","","",NA,"Andaman Drongo","Dicrurus andamanensis","avibase-EED766E8",1,3.72,2,1,677,"","X","X",26,0.0769230769230769,0.567307692307692,0.769230769230769,6.26923076923077,1.67217962852654,NA,NA,NA,-4.63292013821273,-3.17352422957771,-1.71412832094268,57.1877188880212,63.7112676613706,70.9315856999224,54.2624775682242,61.2816110580382,69.2665279748865,51.3248164550084,58.9945369560153,67.6165000203027,48.7292867174923,56.7238965372503,66.0127288610568,46.2072360413477,54.5290385997284,64.5468443339692,43.7597721130953,52.4768833789278,63.0926997475823,41.4480659604253,50.52436154075,61.6368984345924,39.2541520463627,48.6282082197381,60.2083054258954,NA,NA,NA,5090,5087,5093
"Greater Racket-tailed Drongo","Dicrurus paradiseus","grtdro1","Passeriformes","Dicruridae (Drongos)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident",NA,NA,NA,"Greater Racket-tailed Drongo","Dicrurus paradiseus","Greater Racquet-tailed Drongo","Dicrurus paradiseus","Least Concern","Schedule-II","","",NA,"Greater Racket-tailed Drongo","Dicrurus paradiseus","avibase-2042CD42",1,3.91,5,0.37004543,678,"X","X","X",836,0.151913875598086,0.462021531100478,0.617224880382775,12.7272727272727,0.498534713272417,53.7702744785127,58.5634031030224,63.3212970370202,-1.05416310760648,-0.335544384255552,0.383074339095373,94.0688299393113,101.437146253748,109.416690196051,92.6207455147401,100.885847584429,109.896870485509,91.1866578091237,100.340982194555,110.430391335871,89.7421082433954,99.799776330878,111.029659863699,88.3215761081135,99.2604549597922,111.627916310248,86.9236179233787,98.7362625228513,112.193542914578,85.5397834571677,98.2162536892191,112.801029021555,84.1482664739035,97.6997520415074,113.430531556429,NA,NA,NA,623189,622851,623527
"Black-naped Monarch","Hypothymis azurea","blnmon1","Passeriformes","Monarchidae (Monarch Flycatchers)","Moderate","Moderate Decline","Uncertain","Large","Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest & Plantation","Resident & Within-India Migrant",NA,NA,NA,"Black-naped Monarch","Hypothymis azurea","Black-naped Monarch","Hypothymis azurea","Least Concern","Schedule-II","","",NA,"Black-naped Monarch","Hypothymis azurea","avibase-0AC5BA0A",1,2.65,4,0.273869176,679,"X","X","X",1047,0.0945558739255014,0.390162368672397,0.560649474689589,12.8538681948424,0.423984123224989,60.3530075656814,65.137693530266,71.2481315041532,-1.54944934276369,-0.404954097395615,0.739541147972461,79.1660191249063,89.1666060596028,100.478636581744,77.4716094483768,88.634238838348,101.469652633558,75.7702354050989,88.0847711698599,102.521634506936,74.0912615387336,87.535561384508,103.607078724409,72.425107179489,87.012105758488,104.720876995916,70.7857056090545,86.5082535722055,105.857342609828,69.1778645871284,85.9901790947806,107.000862702878,67.5870138257874,85.4729157080512,108.186665051744,NA,NA,NA,636239,635751,636727
"Amur Paradise-Flycatcher","Terpsiphone incei","amupaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Winter Migrant",NA,1,NA,"Amur Paradise-Flycatcher","Terpsiphone incei","Chinese Paradise-flycatcher","Terpsiphone incei","Least Concern","Schedule-II","","Appendix II",NA,"Amur Paradise Flycatcher","Terpsiphone incei","avibase-D293082B",NA,2.98,1,NA,680,"","","",2,NA,0.5,0.5,11.5,12.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blyth's Paradise-Flycatcher","Terpsiphone affinis","blypaf1","Passeriformes","Monarchidae (Monarch Flycatchers)",NA,NA,NA,NA,"Diurnal","Diurnal","Invertebrate","No","No","No","Non-endemic","Forest","Resident & Summer Migrant",NA,NA,NA,"Blyth's Paradise-Flycatcher","Terpsiphone affinis","Oriental Paradise-flycatcher","Terpsiphone affinis","Least Concern","Schedule-II","","Appendix II",NA,"Blyth's Paradise Flycatcher","Terpsiphone affinis","avibase-763511B2",1,3.05,2,0.058613147,681,"","","",31,0.032258064516129,0.241935483870968,0.516129032258065,11.2903225806452,1.94560233948414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
