eBird.English.Name.2023,eBird.Scientific.Name.2023,eBird.Code,Order,Family,SOIB.Concern.Status,SOIB.Long.Term.Status,SOIB.Current.Status,SOIB.Range.Status,Breeding.Activity.Period,Non.Breeding.Activity.Period,Diet.Guild,India.Endemic,Subcontinent.Endemic,Himalayas.Endemic,Endemic.Region,Habitat.Specialization,Migratory.Status.Within.India,Essential,Discard,Restricted.Islands,India.Checklist.Common.Name,India.Checklist.Scientific.Name,Onepercent.Estimates
Slaty-backed Forktail,Enicurus schistaceus,slbfor1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Slaty-backed Forktail,Enicurus schistaceus,NA
Firethroat,Calliope pectardens,fireth1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Passage Migrant,NA,1,NA,Firethroat,Calliope pectardens,NA
Siberian Rubythroat,Calliope calliope,sibrub,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Moderate Decline,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,NA,NA,NA,Siberian Rubythroat,Calliope calliope,NA
Himalayan Rubythroat,Calliope pectoralis,himrub1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Local Migrant,1,NA,NA,Himalayan Rubythroat,Calliope pectoralis,NA
Chinese Rubythroat,Calliope tschebaiewi,chirub1,Passeriformes,Muscicapidae (Old World Flycatchers),High,Data Deficient,Data Deficient,Very Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland,Winter Migrant & Localized Summer Migrant,1,NA,NA,Chinese Rubythroat,Calliope tschebaiewi,NA
White-tailed Robin,Myiomela leucura,whtrob2,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Strong Decline,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Local Migrant,NA,NA,NA,White-tailed Robin,Myiomela leucura,NA
Blue-fronted Robin,Cinclidium frontale,blfrob1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,Blue-fronted Robin,Cinclidium frontale,NA
Red-flanked Bluetail,Tarsiger cyanurus,refblu,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Winter Migrant,NA,1,NA,Red-flanked Bush Robin,Tarsiger cyanurus,NA
Himalayan Bluetail,Tarsiger rufilatus,himblu1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Local Migrant,NA,NA,NA,Himalayan Bush Robin,Tarsiger rufilatus,NA
Rufous-breasted Bush-Robin,Tarsiger hyperythrus,rbbrob1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,No,Yes,Himalayas,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Rufous-breasted Bush Robin,Tarsiger hyperythrus,NA
White-browed Bush-Robin,Tarsiger indicus,wbbrob1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,White-browed Bush Robin,Tarsiger indicus,NA
Golden Bush-Robin,Tarsiger chrysaeus,gobrob1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,Golden Bush Robin,Tarsiger chrysaeus,NA
Yellow-rumped Flycatcher,Ficedula zanthopygia,korfly1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Passage Migrant & Localized Winter Migrant,NA,1,NA,Yellow-rumped Flycatcher,Ficedula zanthopygia,NA
Mugimaki Flycatcher,Ficedula mugimaki,mugfly,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Mugimaki Flycatcher,Ficedula mugimaki,NA
Slaty-backed Flycatcher,Ficedula erithacus,slbfly1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Summer Migrant & Localized Winter Migrant,NA,NA,NA,Slaty-backed Flycatcher,Ficedula erithacus,NA
Black-and-orange Flycatcher,Ficedula nigrorufa,barfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,Yes,Yes,No,Western Ghats,Forest & Plantation,Resident,NA,NA,NA,Black-and-orange Flycatcher,Ficedula nigrorufa,NA
Slaty-blue Flycatcher,Ficedula tricolor,slbfly2,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Slaty-blue Flycatcher,Ficedula tricolor,NA
Snowy-browed Flycatcher,Ficedula hyperythra,snbfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Snowy-browed Flycatcher,Ficedula hyperythra,NA
Pygmy Flycatcher,Ficedula hodgsoni,pybfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,1,NA,NA,Pygmy Blue Flycatcher,Ficedula hodgsoni,NA
Rufous-gorgeted Flycatcher,Ficedula strophiata,rugfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Rufous-gorgeted Flycatcher,Ficedula strophiata,NA
Sapphire Flycatcher,Ficedula sapphira,sapfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,1,NA,NA,Sapphire Flycatcher,Ficedula sapphira,NA
Little Pied Flycatcher,Ficedula westermanni,lipfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Altitudinal Migrant,NA,NA,NA,Little Pied Flycatcher,Ficedula westermanni,NA
Ultramarine Flycatcher,Ficedula superciliaris,ultfly1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Within-India Migrant,NA,NA,NA,Ultramarine Flycatcher,Ficedula superciliaris,NA
Rusty-tailed Flycatcher,Ficedula ruficauda,rutfly6,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Uncertain,Uncertain,Restricted,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Within-India Migrant,1,NA,NA,Rusty-tailed Flycatcher,Ficedula ruficauda,NA
Taiga Flycatcher,Ficedula albicilla,taifly1,Passeriformes,Muscicapidae (Old World Flycatchers),,,,,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Taiga Flycatcher,Ficedula albicilla,NA
Kashmir Flycatcher,Ficedula subrubra,kasfly1,Passeriformes,Muscicapidae (Old World Flycatchers),High,Data Deficient,Data Deficient,Restricted,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Forest & Plantation,Within-India Migrant,NA,NA,NA,Kashmir Flycatcher,Ficedula subrubra,NA
Red-breasted Flycatcher,Ficedula parva,rebfly,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Winter Migrant,NA,NA,NA,Red-breasted Flycatcher,Ficedula parva,NA
Blue-fronted Redstart,Phoenicurus frontalis,blfred1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Altitudinal Migrant,NA,NA,NA,Blue-fronted Redstart,Phoenicurus frontalis,NA
Plumbeous Redstart,Phoenicurus fuliginosus,plured1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Uncertain,Strong Decline,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident & Local Migrant,NA,NA,NA,Plumbeous Water Redstart,Phoenicurus fuliginosus,NA
Rufous-backed Redstart,Phoenicurus erythronotus,rubred2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Eversmann's Redstart,Phoenicurus erythronotus,NA
White-capped Redstart,Phoenicurus leucocephalus,whcred1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Within-India Migrant,NA,NA,NA,White-capped Redstart,Phoenicurus leucocephalus,NA
Blue-capped Redstart,Phoenicurus coeruleocephala,bucred1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Blue-capped Redstart,Phoenicurus coeruleocephala,NA
Common Redstart,Phoenicurus phoenicurus,comred2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,1,NA,Common Redstart,Phoenicurus phoenicurus,NA
Hodgson's Redstart,Phoenicurus hodgsoni,hodred1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Winter Migrant,1,NA,NA,Hodgson's Redstart,Phoenicurus hodgsoni,NA
White-throated Redstart,Phoenicurus schisticeps,whtred1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Winter Migrant,NA,NA,NA,White-throated Redstart,Phoenicurus schisticeps,NA
White-winged Redstart,Phoenicurus erythrogastrus,whwred2,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Strong Decline,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Resident & Altitudinal Migrant,NA,NA,NA,White-winged Redstart,Phoenicurus erythrogastrus,NA
Black Redstart,Phoenicurus ochruros,blared1,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Black Redstart,Phoenicurus ochruros,NA
Daurian Redstart,Phoenicurus auroreus,daured1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Winter Migrant,NA,NA,NA,Daurian Redstart,Phoenicurus auroreus,NA
Chestnut-bellied Rock-Thrush,Monticola rufiventris,cbrthr1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Chestnut-bellied Rock Thrush,Monticola rufiventris,NA
Blue-capped Rock-Thrush,Monticola cinclorhyncha,bcrthr1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Within-India Migrant,NA,NA,NA,Blue-capped Rock Thrush,Monticola cinclorhyncha,NA
Rufous-tailed Rock-Thrush,Monticola saxatilis,rtrthr1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Passage Migrant & Localized Summer Migrant,NA,1,NA,Rufous-tailed Rock Thrush,Monticola saxatilis,NA
Blue Rock-Thrush,Monticola solitarius,burthr,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Strong Decline,Uncertain,Large,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Blue Rock Thrush,Monticola solitarius,NA
Whinchat,Saxicola rubetra,whinch1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Uncertain,NA,1,NA,Whinchat,Saxicola rubetra,NA
White-browed Bushchat,Saxicola macrorhynchus,whbbus4,Passeriformes,Muscicapidae (Old World Flycatchers),Moderate,Data Deficient,Data Deficient,Moderate,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Grassland,Winter Migrant,NA,NA,NA,Stoliczka's Bushchat,Saxicola macrorhynchus,NA
White-throated Bushchat,Saxicola insignis,whtbus1,Passeriformes,Muscicapidae (Old World Flycatchers),High,Data Deficient,Data Deficient,Data Deficient,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Winter Migrant,1,NA,NA,Hodgson's Bushchat,Saxicola insignis,NA
Siberian Stonechat,Saxicola maurus,sibsto1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Siberian Stonechat,Saxicola maurus,NA
Amur Stonechat,Saxicola stejnegeri,stonec7,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Amur Stonechat,Saxicola stejnegeri,NA
White-tailed Stonechat,Saxicola leucurus,whtsto2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,1,NA,NA,White-tailed Stonechat,Saxicola leucurus,NA
Pied Bushchat,Saxicola caprata,piebus1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Resident & Within-India Migrant,1,NA,NA,Pied Bushchat,Saxicola caprata,NA
Jerdon's Bushchat,Saxicola jerdoni,jerbus1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Wetland,Resident,1,NA,NA,Jerdon's Bushchat,Saxicola jerdoni,NA
Gray Bushchat,Saxicola ferreus,grybus1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Large,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Non-specialized,Resident & Within-India Migrant,NA,NA,NA,Grey Bushchat,Saxicola ferreus,NA
Northern Wheatear,Oenanthe oenanthe,norwhe,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Passage Migrant & Localized Summer Migrant,NA,1,NA,Northern Wheatear,Oenanthe oenanthe,NA
Isabelline Wheatear,Oenanthe isabellina,isawhe1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland,Winter Migrant,NA,NA,NA,Isabelline Wheatear,Oenanthe isabellina,NA
Desert Wheatear,Oenanthe deserti,deswhe1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant & Localized Summer Migrant,NA,NA,NA,Desert Wheatear,Oenanthe deserti,NA
Pied Wheatear,Oenanthe pleschanka,piewhe1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Alpine & Cold Desert,Summer Migrant,NA,1,NA,Pied Wheatear,Oenanthe pleschanka,NA
Brown Rock Chat,Oenanthe fusca,indcha1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Strong Increase,Large,Diurnal,Diurnal,Invertebrate,No,Yes,No,Indian Subcontinent,Non-specialized,Resident,NA,NA,NA,Brown Rock Chat,Oenanthe fusca,NA
Variable Wheatear,Oenanthe picata,varwhe1,Passeriformes,Muscicapidae (Old World Flycatchers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Winter Migrant,NA,NA,NA,Variable Wheatear,Oenanthe picata,NA
Hume's Wheatear,Oenanthe albonigra,humwhe2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,,No,No,No,Non-endemic,Open Habitat,Uncertain,NA,1,NA,Hume's Wheatear,Oenanthe albonigra,NA
Finsch's Wheatear,Oenanthe finschii,finwhe1,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Open Habitat,Uncertain,NA,1,NA,Finsch's Wheatear,Oenanthe finschii,NA
Persian Wheatear,Oenanthe chrysopygia,retwhe2,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Grassland & Scrub,Winter Migrant,NA,NA,NA,Red-tailed Wheatear,Oenanthe chrysopygia,NA
Bohemian Waxwing,Bombycilla garrulus,bohwax,Passeriformes,Bombycillidae (Waxwings),NA,NA,NA,NA,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Non-specialized,Uncertain,NA,1,NA,Bohemian Waxwing,Bombycilla garrulus,NA
Hypocolius,Hypocolius ampelinus,hypoco1,Passeriformes,Hypocoliidae (Hypocolius),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Non-specialized,Winter Migrant,1,NA,NA,Grey Hypocolius,Hypocolius ampelinus,NA
Thick-billed Flowerpecker,Dicaeum agile,thbflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Moderate Decline,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,1,NA,NA,Thick-billed Flowerpecker,Dicaeum agile,NA
Yellow-vented Flowerpecker,Dicaeum chrysorrheum,yevflo1,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident & Summer Migrant,NA,NA,NA,Yellow-vented Flowerpecker,Dicaeum chrysorrheum,NA
Yellow-bellied Flowerpecker,Dicaeum melanozanthum,yebflo1,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,Diurnal,Diurnal,Invertebrate,No,No,No,Non-endemic,Forest,Resident & Local Migrant,NA,NA,NA,Yellow-bellied Flowerpecker,Dicaeum melanozanthum,NA
Pale-billed Flowerpecker,Dicaeum erythrorhynchos,pabflo1,Passeriformes,Dicaeidae (Flowerpeckers),Low,Stable,Strong Increase,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Non-specialized,Resident,NA,NA,NA,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,NA
Nilgiri Flowerpecker,Dicaeum concolor,plaflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Moderate Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Non-specialized,Resident & Local Migrant,NA,NA,NA,Nilgiri Flowerpecker,Dicaeum concolor,NA
Plain Flowerpecker,Dicaeum minullum,plaflo2,Passeriformes,Dicaeidae (Flowerpeckers),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Plain Flowerpecker,Dicaeum minullum,NA
Andaman Flowerpecker,Dicaeum virescens,andflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Data Deficient,Uncertain,Restricted,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Andaman Islands,Forest,Resident,NA,NA,1,Andaman Flowerpecker,Dicaeum virescens,NA
Fire-breasted Flowerpecker,Dicaeum ignipectus,fibflo1,Passeriformes,Dicaeidae (Flowerpeckers),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Fire-breasted Flowerpecker,Dicaeum ignipectus,NA
Scarlet-backed Flowerpecker,Dicaeum cruentatum,scbflo1,Passeriformes,Dicaeidae (Flowerpeckers),Moderate,Uncertain,Strong Decline,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,NA,NA,NA,Scarlet-backed Flowerpecker,Dicaeum cruentatum,NA
Ruby-cheeked Sunbird,Chalcoparia singalensis,rucsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,Ruby-cheeked Sunbird,Chalcoparia singalensis,NA
Purple-rumped Sunbird,Leptocoma zeylonica,pursun3,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Stable,Uncertain,Very Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Non-specialized,Resident,NA,NA,NA,Purple-rumped Sunbird,Leptocoma zeylonica,NA
Crimson-backed Sunbird,Leptocoma minima,crbsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Moderate,Strong Decline,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,Yes,Yes,No,Western Ghats,Forest & Plantation,Resident & Local Migrant,NA,NA,NA,Crimson-backed Sunbird,Leptocoma minima,NA
Van Hasselt's Sunbird,Leptocoma brasiliana,vahsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident,NA,NA,NA,Van Hasselt's Sunbird,Leptocoma brasiliana,NA
Purple Sunbird,Cinnyris asiaticus,pursun4,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Stable,Stable,Very Large,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Non-specialized,Resident & Local Migrant,NA,NA,NA,Purple Sunbird,Cinnyris asiaticus,NA
Ornate Sunbird,Cinnyris ornatus,olbsun4,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest & Plantation,Resident,1,NA,1,Olive-backed Sunbird,Cinnyris jugularis,NA
Loten's Sunbird,Cinnyris lotenius,lobsun2,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Stable,Uncertain,Large,Diurnal,Diurnal,Fruit & Nect,No,Yes,No,Indian Subcontinent,Forest & Plantation,Resident,NA,NA,NA,Loten's Sunbird,Cinnyris lotenius,NA
Fire-tailed Sunbird,Aethopyga ignicauda,fitsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Fire-tailed Sunbird,Aethopyga ignicauda,NA
Black-throated Sunbird,Aethopyga saturata,bltsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Fruit & Nect,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Black-throated Sunbird,Aethopyga saturata,NA
Mrs. Gould's Sunbird,Aethopyga gouldiae,gousun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Data Deficient,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest,Resident & Altitudinal Migrant,NA,NA,NA,Mrs Gould's Sunbird,Aethopyga gouldiae,NA
Green-tailed Sunbird,Aethopyga nipalensis,grtsun1,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),Low,Uncertain,Uncertain,Moderate,Diurnal,Diurnal,Omnivore,No,No,No,Non-endemic,Forest & Plantation,Resident & Altitudinal Migrant,NA,NA,NA,Green-tailed Sunbird,Aethopyga nipalensis,NA
